name,neighborhood_or_region,address,address_complement,phone,opening_hours,dish_name,dish_description,dish_image_url,source_url,listing_page,lat,lng,bairro,link
Caju GastroBar,Copacabana,"R. Barata Ribeiro, 2 | Copacabana, Rio de Janeiro – RJ",Lj. B (com entrada suplementar Pça. Demétrio Ribeiro),2132643713,Segunda-feira: 11h30 – 23h30 | Terça-feira: 11h30 – 23h30 | Quarta-feira: 11h30 – 23h30 | Quinta-feira: 11h30 – 23h30 | Sexta-feira: 11h30 – 0h30 | Sábado: 11h30 – 0h30 | Domingo: 11h30 – 23h30,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Caju GastroBar Espinafraram o Bacalhau Dadinho de tapioca com bacalhau, com folha de espinafre salteada no azeite e alho, finalizado com vinagrete fresco de espinafre.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083140/cajugastrobar_espinafraramobacalhau_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/caju-gastrobar/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/5/,-22.965377,-43.1807578,Copacabana,https://comidadibuteco.com.br/buteco/caju-gastrobar/
Cantinho da Gigóia,Ilha da Gigóia,"Alameda das Mangueiras, 7 | Ilha da Gigóia, Rio de Janeiro – RJ",,21965987268,Segunda-feira: 11h – 0h | Quarta-feira: 11h – 0h | Quinta-feira: 11h – 0h | Sexta-feira: 11h – 0h | Sábado: 11h – 0h | Domingo: 11h – 0h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Cantinho da Gigóia Arquipélago de Sabores Pastel de moqueca com camarão, lula, polvo e filé de linguado. Acompanha geleia de pimenta feita à base de frutos do mar.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083249/cantinhodagigoia_arquipelagodesabores_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/cantinho-da-gigoia/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/5/,,,Ilha da Gigóia,https://comidadibuteco.com.br/buteco/cantinho-da-gigoia/
Cantinho do Senado,Centro,"Rua do Lavradio, 50 | Centro, Rio de Janeiro – RJ",,(21) 2509-0535 | (21) 99496-6306,Segunda-feira: 7h – 19h | Terça-feira: 7h – 19h | Quarta-feira: 7h – 19h | Quinta-feira: 7h – 19h | Sexta-feira: 7h – 19h | Sábado: 7h – 19h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Cantinho do Senado Quebra-Carroça Um croquete de couve-flor, recheado com queijo coalho, acompanhado de geleia de maçãs e pimenta.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083257/cantinhodosenado_quebracarroca_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/cantinho-do-senado/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/5/,-22.9087684,-43.1837397,Centro,https://comidadibuteco.com.br/buteco/cantinho-do-senado/
Capitania dos Copos,Tubiacanga,"Praia de Tubiacanga, 24 | Tubiacanga, Rio de Janeiro – RJ",,2133838560,Domingo: 11h – 20h | Terça-feira: 11h – 23h | Quarta-feira: 11h – 23h | Quinta-feira: 11h – 23h | Sexta-feira: 11h – 23h | Sábado: 11h – 23h,-,Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Capitania dos Copos Bananada de peixe Banana frita crocante servida com peixe desfiado e um molho refrescante de agrião.,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083306/capitaniadoscopos_bananadadepeixe_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/capitania-dos-copos/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/5/,-22.7839745,-43.2279261,Tubiacanga,https://comidadibuteco.com.br/buteco/capitania-dos-copos/
Casarão da Julião,Méier,"R. Engenheiro Julião Castelo, 165 | Méier, Rio de Janeiro – RJ",,21964677588,Segunda-feira: 9h – 16h | Terça-feira: 9h – 16h | Quarta-feira: 9h – 20h | Quinta-feira: 9h – 20h | Sexta-feira: 9h – 22h | Sábado: 9h – 22h | Domingo: 9h – 18h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Casarão da Julião Os Causos da Dona Filó Charutos de espinafre recheados com queijo de cabra, acompanhados de carne ao alho e ervas e torradinhas.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083314/casaraodajuliao_oscausosdadonafilo_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/casarao-da-juliao/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/5/,-22.9006141,-43.273887,Méier,https://comidadibuteco.com.br/buteco/casarao-da-juliao/
Churraxcou,Vila da Penha,"R. Antônio Storino, 161 | Vila da Penha, Rio de Janeiro – RJ",Loja D,21981322495,Terça-feira: 12h – 23h30 | Quarta-feira: 12h – 23h30 | Quinta-feira: 12h – 23h30 | Sexta-feira: 12h – 0h | Sábado: 12h – 0h | Domingo: 12h – 23h30,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Churraxcou Larica de Sanduba Sanduíche de cupim desfiado com maionese de alho, muçarela gratinada e crispy de alho-poró.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083322/churraxcou_laricadesanduba_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/churraxcou/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/5/,-22.8440992,-43.3116863,Vila da Penha,https://comidadibuteco.com.br/buteco/churraxcou/
Comida de Casa,Lagoa,"R. Professor Saldanha, 80 | Lagoa, Rio de Janeiro – RJ",Loja A,(21) 3179-0577 | (21) 97475-1111,Segunda-feira: 10h – 16h | Terça-feira: 10h – 16h | Quarta-feira: 10h – 16h | Quinta-feira: 10h – 16h | Sexta-feira: 10h – 16h | Sábado: 10h – 18h | Domingo: 10h – 18h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Comida de Casa Popeye Atolado Por fora, uma trouxinha de espinafre “pra fingir que é light”. E, por dentro, uma surpresa: uma vaca atolada raiz, com costela bovina, cozida em caldo de aipim. Tudo isso com catupiry no meio.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083430/comidadecasa_popeyeatolado_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/comida-de-casa/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/5/,-22.9609081,-43.2049864,Lagoa,https://comidadibuteco.com.br/buteco/comida-de-casa/
Contemporâneo Lapa,Centro,"Av. Gomes Freire, 625 | Centro, Rio de Janeiro – RJ",Lojas A e C,21965520500,Segunda-feira: 11h – 16h | Terça-feira: 11h – 23h | Quarta-feira: 11h – 23h | Quinta-feira: 11h – 23h | Sexta-feira: 11h – 23h | Sábado: 12h – 23h | Domingo: 12h – 23h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Contemporâneo Lapa Capadócia Tutu de feijoada com picadinho carioca, em homenagem a São Jorge e ao Rio de Janeiro.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083438/contemporaneolapa_capadocia_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/contemporaneo-lapa/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/5/,-22.9122471,-43.1831008,Centro,https://comidadibuteco.com.br/buteco/contemporaneo-lapa/
Crepe & Cevada,Portuguesa,"Av. do Magistério, 0 – Moneró | Portuguesa, Rio de Janeiro – RJ",,(21) 97624-6666 | (21) 3546-8933,Segunda-feira: 11h – 0h | Terça-feira: 11h – 0h | Quarta-feira: 11h – 0h | Quinta-feira: 11h – 0h | Sexta-feira: 11h – 0h | Sábado: 11h – 0h | Domingo: 11h – 0h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Crepe & Cevada Sertão Carne de sol refogada na manteiga da terra, acompanhada com feijão tropeiro (feijão-carioquinha com bacon, cebola, couve mineira e farinha da roça).",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083447/crepeecevada_sertao_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/crepe-cevada-2/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/5/,-22.7949979,-43.2026809,Portuguesa,https://comidadibuteco.com.br/buteco/crepe-cevada-2/
Da Pedra,Saúde,"R. Argemiro Bulcão, 33 | Saúde, Rio de Janeiro – RJ",,21979415280,Segunda-feira: 11h – 1h | Terça-feira: 11h – 19h | Quarta-feira: 11h – 19h | Quinta-feira: 11h – 19h | Sexta-feira: 11h – 1h | Sábado: 12h – 1h | Domingo: 12h – 0h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Da Pedra Botecadinha de Frango O escondidinho de frango com purê de mandioca, recheio de frango desfiado com alho-poró e queijo gratinado.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083455/dapedra_botecadinhadefrango_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/da-pedra/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/5/,-22.8977472,-43.1859538,Saúde,https://comidadibuteco.com.br/buteco/da-pedra/
Deck Bar,Barra da Tijuca,"Alameda dos Ingás, 190 – Ilha da Gigóia | Barra da Tijuca, Rio de Janeiro – RJ",(entrada somente de barco),21964903830,Segunda-feira: 11h – 18h | Terça-feira: 11h – 18h | Quarta-feira: 11h – 18h | Quinta-feira: 11h – 18h | Sexta-feira: 11h – 18h | Sábado: 11h – 20h | Domingo: 11h – 20h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Deck Bar Dupla Sensação Bolinho de arroz com camarão, brócolis e queijo.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083502/deckbar_duplasensacao_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/deck-bar/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/5/,-23.0016593,-43.3086197,Barra da Tijuca,https://comidadibuteco.com.br/buteco/deck-bar/
Dida Bar,Lapa,"Rua do Lavradio, 192 | Lapa, Rio de Janeiro – RJ",,21979564883,Terça-feira: 16h – 22h | Quarta-feira: 16h – 22h | Quinta-feira: 12h – 23h | Sexta-feira: 12h – 23h | Sábado: 12h – 23h | Domingo: 12h – 20h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Dida Bar Ziriguidum da Dida Tiras de frango douradas, à base de alface e coentro. Finalizadas com a nossa maionese caseira.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083610/didabar_ziriguidumdadida_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/6223-revision-v1/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/5/,-22.9117903,-43.1823288,Lapa,https://comidadibuteco.com.br/buteco/6223-revision-v1/
Dom Pedro,Benfica,"R. Francisco Manuel, 31 | Benfica, Rio de Janeiro – RJ",,2132790092,Segunda-feira: 11h – 21h30 | Terça-feira: 11h – 21h30 | Quarta-feira: 11h – 21h30 | Quinta-feira: 11h – 21h30 | Sexta-feira: 11h – 22h | Sábado: 11h – 22h | Domingo: 11h – 17h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Dom Pedro Na boca do polvo Bolinho com massa de polvo, recheado com polvo, alho-poró e bacon, acompanhado de azeite temperado.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083617/dompedro_nabocadopolvo_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/dom-pedro/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/6/,-22.8938435,-43.2415421,Benfica,https://comidadibuteco.com.br/buteco/dom-pedro/
Empório do Bacalhau,Vila da Penha,"R. Professora Paula Aquiles, 4 | Vila da Penha, Rio de Janeiro – RJ",,21982898965,Segunda-feira: 17h – 23h30 | Terça-feira: 17h – 23h30 | Quarta-feira: 17h – 23h30 | Quinta-feira: 17h – 23h30 | Sexta-feira: 12h – 23h30 | Sábado: 12h – 23h30 | Domingo: 12h – 19h30,-,Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Empório do Bacalhau Costelenta Polenta cremosa com ragu de costela e agrião.,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083625/emporiodobacalhau_costelenta_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/emporio-do-bacalhau/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/6/,-22.8471569,-43.3066568,Vila da Penha,https://comidadibuteco.com.br/buteco/emporio-do-bacalhau/
Empório Quintana Boteco,Benfica,"R. Capitão Félix, 110 – CADEG | Benfica, Rio de Janeiro – RJ",Lj. 14,21960173849,Terça-feira: 12h – 17h30 | Quarta-feira: 12h – 17h30 | Quinta-feira: 12h – 17h30 | Sexta-feira: 12h – 17h30 | Sábado: 12h – 17h30 | Domingo: 12h – 17h30,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Empório Quintana Boteco Mamma Mia! Polpetones suínos recheados com cream cheese e alho-poró, molho de tomate com manjericão, gratinados com queijo. Acompanha: torradas da casa.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083632/emporioquintana_mammamia_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/10420-revision-v1/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/6/,,,Benfica,https://comidadibuteco.com.br/buteco/10420-revision-v1/
Empório Santa Oliva,Bc Anil,"Av. Tenente-Coronel Muniz de Aragão, 26 – Jacarepaguá | Bc Anil, Rio de Janeiro – RJ",,21990640313,Terça-feira: 12h – 0h | Quarta-feira: 12h – 0h | Quinta-feira: 12h – 0h | Sexta-feira: 12h – 0h | Sábado: 12h – 0h | Domingo: 12h – 22h,-,Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Empório Santa Oliva Rock da Olivas Três bolinhos: massa de batata recheada com rabada e agrião; massa de batata com queijo parmesão recheada de cupim com agrião; massa de cupim assado na cerveja recheada com queijo azul e bacon. Acompanha molho chimichurri defumado com whisky.,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083640/emporiosantaoliva_rockdaolivas_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/emporio-santa-oliva/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/6/,,,Bc Anil,https://comidadibuteco.com.br/buteco/emporio-santa-oliva/
Folia do Boi,Cachambi,"R. Cachambi, 253 | Cachambi, Rio de Janeiro – RJ",Lj. B,(21) 3689-1613 | (21) 2261-0058,Terça-feira: 11h – 23h | Quarta-feira: 11h – 23h | Quinta-feira: 11h – 23h | Sexta-feira: 11h – 0h | Sábado: 11h – 0h | Domingo: 11h – 20h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Folia do Boi Deu cupim na panelinha Cupim com alho laminado, acompanhado de farofa de paio, vinagrete, pimentão vermelho na brasa e alho-poró confitado.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083749/foliadoboi_deucupimnapanelinha_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/10424-revision-v1/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/6/,-22.8901217,-43.2738816,Cachambi,https://comidadibuteco.com.br/buteco/10424-revision-v1/
Formigueiro Brasa e Fogão,Freguesia (Jacarepaguá),"R. Araguaia, 603 | Freguesia (Jacarepaguá), Rio de Janeiro – RJ",,2132267557,Segunda-feira: 11h – 19h | Terça-feira: 11h – 23h | Quarta-feira: 11h – 23h | Quinta-feira: 11h – 23h | Sexta-feira: 11h – 23h | Sábado: 11h – 23h | Domingo: 11h – 22h,-,Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Formigueiro Brasa e Fogão Deu formiga no chucrute Pulled pork com mix de repolho agridoce.,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083756/formigueirobrasaefogao_deuformiganochucrute_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/formigueiro-brasa-e-fogao/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/6/,-22.9377056,-43.3445365,Freguesia (Jacarepaguá),https://comidadibuteco.com.br/buteco/formigueiro-brasa-e-fogao/
Fregola Pub,Freguesia (Jacarepaguá),"R. Geminiano Góis, 70 | Freguesia (Jacarepaguá), Rio de Janeiro – RJ",Lj. A,21978994818,Terça-feira: 15h30 – 0h | Quarta-feira: 15h30 – 0h | Quinta-feira: 15h30 – 0h | Sexta-feira: 15h30 – 0h | Sábado: 15h30 – 0h | Domingo: 15h30 – 0h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Fregola Pub Onde há couve-flor, eu vou Escondidinho de couve-flor com carne assada e creme de couve-flor com bacon.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083804/fregolapub_ondehacouvefloreuvou_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/fregola-pub/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/6/,-22.9314538,-43.3383467,Freguesia (Jacarepaguá),https://comidadibuteco.com.br/buteco/fregola-pub/
Galeto e Picanha,Grajaú,"Rua Sá Viana, 148 | Grajaú, Rio de Janeiro – RJ",Lj. A,21959261848,Segunda-feira: 11h – 23h30 | Terça-feira: 11h – 23h30 | Quarta-feira: 11h – 23h30 | Quinta-feira: 11h – 23h30 | Sexta-feira: 11h – 0h | Sábado: 11h – 0h | Domingo: 11h – 0h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Galeto e Picanha O boi do Zé Costela bovina marinada no azeite com verduras e especiarias. Servido com um purê aligot, agrião, pimenta-biquinho e legumes assados.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083812/galetoepicanha_oboidoze_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/galeto-e-picanha/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/6/,-22.9253707,-43.2592708,Grajaú,https://comidadibuteco.com.br/buteco/galeto-e-picanha/
Galeto na Brasa,Rio Comprido,"R. Dona Cecília, 39 | Rio Comprido, Rio de Janeiro – RJ",,21974734247,Segunda-feira: 11h30 – 23h | Terça-feira: 11h30 – 23h | Quarta-feira: 11h30 – 23h | Quinta-feira: 11h30 – 23h | Sexta-feira: 11h30 – 23h | Sábado: 11h30 – 23h | Domingo: 11h30 – 23h,-,Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Galeto na Brasa Arancini carioca Croquete de espinafre com risoto de camarão.,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083819/galetonabrasa_arancinicarioca_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/galeto-na-brasa/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/6/,-22.9245088,-43.2060646,Rio Comprido,https://comidadibuteco.com.br/buteco/galeto-na-brasa/
Gastrô Bar da Família,Vila da Penha,"Rua do Trabalho, 370 | Vila da Penha, Rio de Janeiro – RJ",Lj. C,21987805899,Terça-feira: 11h – 21h30 | Quarta-feira: 11h – 21h30 | Quinta-feira: 11h – 21h30 | Sexta-feira: 11h – 21h30 | Sábado: 11h – 21h30 | Domingo: 11h – 18h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Gastrô Bar da Família Combinadinho Suburbano Farofa de cuscuz marroquino com carne de sol, cebola-roxa, queijo coalho, banana frita, castanha e alho-poró. Acompanha aipim cozido com açafrão e manteiga de garrafa.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083926/gastrobardafamilia_combinadinhosuburbano_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/gastro-bar-da-familia/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/6/,-22.838071,-43.3065364,Vila da Penha,https://comidadibuteco.com.br/buteco/gastro-bar-da-familia/
Gelados na Brasa,Ramos,"R. Felisbelo Freire, 296 | Ramos, Rio de Janeiro – RJ",,21993925964,Segunda-feira: 11h – 16h | Terça-feira: 11h – 16h | Quarta-feira: 11h – 23h | Quinta-feira: 11h – 23h | Sexta-feira: 11h – 23h | Sábado: 11h – 23h | Domingo: 11h – 19h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Gelados na Brasa Mugido da Rúcula Croquete de costela bovina com rúcula, marinada em ervas, temperos e cerveja preta, recheada aos três queijos: muçarela, gorgonzola e catupiry.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083934/geladosnabrasa_mugidodarucula_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/gelados-na-brasa/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/6/,-22.8498012,-43.2611275,Ramos,https://comidadibuteco.com.br/buteco/gelados-na-brasa/
Guay,Tijuca,"R. Almirante Cochrane, 67 | Tijuca, Rio de Janeiro – RJ",,21995807001,Terça-feira: 12h – 22h | Quarta-feira: 12h – 22h | Quinta-feira: 12h – 22h | Sexta-feira: 12h – 22h | Sábado: 12h – 22h | Domingo: 12h – 18h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Guay Cuadraditos de Espinaca Dadinhos de tapioca com espinafre, acompanhados de molho de moqueca de camarão e molho de moqueca de peixe.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083940/guay_cuadraditosdeespinaca_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/guay/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/6/,-22.9195098,-43.2260007,Tijuca,https://comidadibuteco.com.br/buteco/guay/
